"Theory and Applications of Ordered Fuzzy Numbers","Studies in Fuzziness and Soft Computing","","","","10.1007/978-3-319-59614-3","Piotr ProkopowiczJacek CzerniakDariusz MikołajewskiŁukasz ApiecionekProf. Dr. Dominik Ślȩzak","2017","http://link.springer.com/book/10.1007/978-3-319-59614-3","Book"
"Demystifying Climate Models","Earth Systems Data and Models","","","","10.1007/978-3-662-48959-8","Andrew GettelmanRichard B. Rood","2016","http://link.springer.com/book/10.1007/978-3-662-48959-8","Book"
"Regeneration of the Built Environment from a Circular Economy Perspective","Research for Development","","","","10.1007/978-3-030-33256-3","Prof. Stefano Della TorreSara CattaneoProf. Camilla LenziProf. Alessandra Zanelli","2020","http://link.springer.com/book/10.1007/978-3-030-33256-3","Book"
"Autonomous Driving","","","","","10.1007/978-3-662-48847-8","Markus MaurerJ. Christian GerdesBarbara LenzHermann Winner","2016","http://link.springer.com/book/10.1007/978-3-662-48847-8","Book"
"Variant Construction from Theoretical Foundation to Applications","","","","","10.1007/978-981-13-2282-2","Prof. Dr. Jeffrey Zheng","2019","http://link.springer.com/book/10.1007/978-981-13-2282-2","Book"
"Zukunft der Arbeit – Eine praxisnahe Betrachtung","","","","","10.1007/978-3-662-49266-6","Dr. Steffen WischmannDr. Ernst Andreas Hartmann","2018","http://link.springer.com/book/10.1007/978-3-662-49266-6","Book"
"Advances in Production Technology","Lecture Notes in Production Engineering","","","","10.1007/978-3-319-12304-2","Christian Brecher","2015","http://link.springer.com/book/10.1007/978-3-319-12304-2","Book"
"Digitalisierung","","","","","10.1007/978-3-662-52854-9","Volker Wittpahl","2017","http://link.springer.com/book/10.1007/978-3-662-52854-9","Book"
"Water Resource Systems Planning and Management","","","","","10.1007/978-3-319-44234-1","Daniel P. LoucksEelco van Beek","2017","http://link.springer.com/book/10.1007/978-3-319-44234-1","Book"
"Brain and Human Body Modeling","","","","","10.1007/978-3-030-21293-3","Sergey MakarovMarc HornerGregory Noetscher","2019","http://link.springer.com/book/10.1007/978-3-030-21293-3","Book"
"Managing the Complexity of Critical Infrastructures","Studies in Systems, Decision and Control","","","","10.1007/978-3-319-51043-9","Roberto SetolaVittorio RosatoElias KyriakidesErich Rome","2016","http://link.springer.com/book/10.1007/978-3-319-51043-9","Book"
"Stoßprobleme in Physik, Technik und Medizin","","","","","10.1007/978-3-662-60296-6","Emanuel Willert","2020","http://link.springer.com/book/10.1007/978-3-662-60296-6","Book"
"Cognitive Supervision for Robot-Assisted Minimally Invasive Laser Surgery","Springer Theses","","","","10.1007/978-3-319-30330-7","Loris Fichera","2016","http://link.springer.com/book/10.1007/978-3-319-30330-7","Book"
"Control Theory Tutorial","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-319-91707-8","Prof. Steven A. Frank","2018","http://link.springer.com/book/10.1007/978-3-319-91707-8","Book"
"Risk Communication for the Future","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-319-74098-0","Mathilde BourrierCorinne Bieder","2018","http://link.springer.com/book/10.1007/978-3-319-74098-0","Book"
"Handbook of Ocean Wave Energy","Ocean Engineering & Oceanography","","","","10.1007/978-3-319-39889-1","Arthur PecherJens Peter Kofoed","2017","http://link.springer.com/book/10.1007/978-3-319-39889-1","Book"
"Digitale Souveränität","","","","","10.1007/978-3-662-55796-9","Volker Wittpahl","2017","http://link.springer.com/book/10.1007/978-3-662-55796-9","Book"
"The Hackable City","","","","","10.1007/978-981-13-2694-3","Dr. Michiel de LangeDr. Martijn de Waal","2019","http://link.springer.com/book/10.1007/978-981-13-2694-3","Book"
"Digital Transformation of the Design, Construction and Management Processes of the Built Environment","Research for Development","","","","10.1007/978-3-030-33570-0","Prof. Bruno DaniottiMarco GianinettoProf. Stefano Della Torre","2020","http://link.springer.com/book/10.1007/978-3-030-33570-0","Book"
"Safety Cultures, Safety Models","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-319-95129-4","Dr. Claude GilbertBenoît JournéHervé LarocheCorinne Bieder","2018","http://link.springer.com/book/10.1007/978-3-319-95129-4","Book"
"Beyond Safety Training","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-319-65527-7","Corinne BiederClaude GilbertBenoît JournéHervé Laroche","2018","http://link.springer.com/book/10.1007/978-3-319-65527-7","Book"
"Perspectives on European Earthquake Engineering and Seismology","Geotechnical, Geological and Earthquake Engineering","","","","10.1007/978-3-319-07118-3","Atilla Ansal","2014","http://link.springer.com/book/10.1007/978-3-319-07118-3","Book"
"Model-Driven Development and Operation of Multi-Cloud Applications","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-319-46031-4","Elisabetta Di NittoPeter MatthewsDana PetcuArnor Solberg","2017","http://link.springer.com/book/10.1007/978-3-319-46031-4","Book"
"Buildings for Education","Research for Development","","","","10.1007/978-3-030-33687-5","Prof. Stefano Della TorreProf. Massimiliano BocciarelliLaura DaglioRaffaella Neri","2020","http://link.springer.com/book/10.1007/978-3-030-33687-5","Book"
"Dynamic Spectrum Management","Signals and Communication Technology","","","","10.1007/978-981-15-0776-2","Ying-Chang Liang","2020","http://link.springer.com/book/10.1007/978-981-15-0776-2","Book"
"Human and Organisational Factors","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-030-25639-5","Prof. Benoît JournéProf. Hervé LarocheDr. Corinne BiederDr. Claude Gilbert","2020","http://link.springer.com/book/10.1007/978-3-030-25639-5","Book"
"Error-Correction Coding and Decoding","Signals and Communication Technology","","","","10.1007/978-3-319-51103-0","Martin TomlinsonCen Jung TjhaiMarcel A. AmbrozeMohammed AhmedMubarak Jibril","2017","http://link.springer.com/book/10.1007/978-3-319-51103-0","Book"
"Sustainable Manufacturing","Sustainable Production, Life Cycle Engineering and Management","","","","10.1007/978-3-319-48514-0","Rainer StarkGünther SeligerJérémy Bonvoisin","2017","http://link.springer.com/book/10.1007/978-3-319-48514-0","Book"
"Zukunft der Arbeit in Industrie 4.0","","","","","10.1007/978-3-662-45915-7","Alfons BotthofErnst Andreas Hartmann","2015","http://link.springer.com/book/10.1007/978-3-662-45915-7","Book"
"Factories of the Future","","","","","10.1007/978-3-319-94358-9","Prof. Tullio TolioDr. Giacomo CopaniProf. Walter Terkaj","2019","http://link.springer.com/book/10.1007/978-3-319-94358-9","Book"
"Twin-Control","","","","","10.1007/978-3-030-02203-7","Ph.D. Mikel ArmendiaDr. Mani GhassempouriPh.D. Erdem OzturkFlavien Peysson","2019","http://link.springer.com/book/10.1007/978-3-030-02203-7","Book"
"The Illusion of Risk Control","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-319-32939-0","Gilles MotetCorinne Bieder","2017","http://link.springer.com/book/10.1007/978-3-319-32939-0","Book"
"Model Tests and Numerical Simulations of Liquefaction and Lateral Spreading","","","","","10.1007/978-3-030-22818-7","Bruce L. KutterDr. Majid T. ManzariMourad Zeghal","2020","http://link.springer.com/book/10.1007/978-3-030-22818-7","Book"
"Special Topics in Information Technology","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-030-32094-2","Prof. Barbara Pernici","2020","http://link.springer.com/book/10.1007/978-3-030-32094-2","Book"
"Ambisonics","Springer Topics in Signal Processing","","","","10.1007/978-3-030-17207-7","Dr. Franz ZotterDr. Matthias Frank","2019","http://link.springer.com/book/10.1007/978-3-030-17207-7","Book"
"Flexitranstore","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-030-37818-9","Dr. Bálint NémethProf. Lambros Ekonomou","2020","http://link.springer.com/book/10.1007/978-3-030-37818-9","Book"
"Fundamentals of Structural Engineering","","","","","10.1007/978-3-319-24331-3","Jerome J. ConnorSusan Faraji","2016","http://link.springer.com/book/10.1007/978-3-319-24331-3","Book"
"Roloff/Matek Maschinenelemente","","","","","10.1007/978-3-658-02327-0","Herbert WittelDieter MuhsDieter JannaschJoachim Voßiek","2013","http://link.springer.com/book/10.1007/978-3-658-02327-0","Book"
"Internet of Things From Hype to Reality","","","","","10.1007/978-3-319-99516-8","Dr. Ammar RayesSamer Salam","2019","http://link.springer.com/book/10.1007/978-3-319-99516-8","Book"
"Principles of Mobile Communication","","","","","10.1007/978-3-319-55615-4","Gordon L. Stüber","2017","http://link.springer.com/book/10.1007/978-3-319-55615-4","Book"
"Physics of Semiconductor Devices","","","","","10.1007/978-1-4939-1151-6","Massimo Rudan","2015","http://link.springer.com/book/10.1007/978-1-4939-1151-6","Book"
"Fundamentals of Robotic Mechanical Systems","Mechanical Engineering Series","","","","10.1007/978-3-319-01851-5","Jorge Angeles","2014","http://link.springer.com/book/10.1007/978-3-319-01851-5","Book"
"The Finite Element Method and Applications in Engineering Using ANSYS®","","","","","10.1007/978-1-4899-7550-8","Erdogan MadenciIbrahim Guven","2015","http://link.springer.com/book/10.1007/978-1-4899-7550-8","Book"
"Fatigue of Structures and Materials","","","","","10.1007/978-1-4020-6808-9","Jaap Schijve","2009","http://link.springer.com/book/10.1007/978-1-4020-6808-9","Book"
"Introduction to Logic Circuits & Logic Design with VHDL","","","","","10.1007/978-3-030-12489-2","Brock J. LaMeres","2019","http://link.springer.com/book/10.1007/978-3-030-12489-2","Book"
"Introduction to Logic Circuits & Logic Design with Verilog","","","","","10.1007/978-3-319-53883-9","Brock J. LaMeres","2017","http://link.springer.com/book/10.1007/978-3-319-53883-9","Book"
"Integrierte Materialwirtschaft, Logistik und Beschaffung","Springer-Lehrbuch","","","","10.1007/978-3-642-45023-5","Helmut Wannenwetsch","2014","http://link.springer.com/book/10.1007/978-3-642-45023-5","Book"
"Control Engineering: MATLAB Exercises","Advanced Textbooks in Control and Signal Processing","","","","10.1007/978-981-10-8321-1","Dr. László KeviczkyDr. Ruth BarsDr. Jenő HetthéssyDr. Csilla Bányász","2019","http://link.springer.com/book/10.1007/978-981-10-8321-1","Book"
"Electronics for Embedded Systems","","","","","10.1007/978-3-319-39439-8","Ahmet Bindal","2017","http://link.springer.com/book/10.1007/978-3-319-39439-8","Book"
"Introduction to Logic Circuits & Logic Design with Verilog","","","","","10.1007/978-3-030-13605-5","Brock J. LaMeres","2019","http://link.springer.com/book/10.1007/978-3-030-13605-5","Book"
"Robotics","Advanced Textbooks in Control and Signal Processing","","","","10.1007/978-1-84628-642-1","Bruno SicilianoLorenzo SciaviccoLuigi VillaniGiuseppe Oriolo","2009","http://link.springer.com/book/10.1007/978-1-84628-642-1","Book"
"Introduction to Digital Systems Design","","","","","10.1007/978-3-319-92804-3","Prof. Giuliano DonzelliniLuca OnetoProf. Domenico PontaDavide Anguita","2019","http://link.springer.com/book/10.1007/978-3-319-92804-3","Book"
"Life Cycle Assessment","","","","","10.1007/978-3-319-56475-3","Prof. Michael Z. HauschildDr. Ralph K. RosenbaumDr. Stig Irving Olsen","2018","http://link.springer.com/book/10.1007/978-3-319-56475-3","Book"
"Quick Start Guide to VHDL","","","","","10.1007/978-3-030-04516-6","Brock J. LaMeres","2019","http://link.springer.com/book/10.1007/978-3-030-04516-6","Book"
"Additive Manufacturing Technologies","","","","","10.1007/978-1-4419-1120-9","Dr. Ian GibsonDr. David W. RosenDr. Brent Stucker","2010","http://link.springer.com/book/10.1007/978-1-4419-1120-9","Book"
"Roloff/Matek Maschinenelemente Formelsammlung","","","","","10.1007/978-3-658-19900-5","Herbert WittelDieter JannaschJoachim VoßiekChristian Spura","2018","http://link.springer.com/book/10.1007/978-3-658-19900-5","Book"
"Engineering Electromagnetics","","","","","10.1007/978-3-319-07806-9","Nathan Ida","2015","http://link.springer.com/book/10.1007/978-3-319-07806-9","Book"
"The Finite Volume Method in Computational Fluid Dynamics","Fluid Mechanics and Its Applications","","","","10.1007/978-3-319-16874-6","F. MoukalledL. ManganiM. Darwish","2016","http://link.springer.com/book/10.1007/978-3-319-16874-6","Book"
"Structural Analysis","Solid Mechanics and Its Applications","","","","10.1007/978-90-481-2516-6","O. A. BauchauJ. I. Craig","2009","http://link.springer.com/book/10.1007/978-90-481-2516-6","Book"
"Fundamentals of Power Electronics","","","","","10.1007/b100747","Robert W. EricksonDragan Maksimović","2001","http://link.springer.com/book/10.1007/b100747","Book"
"Stability and Control of Linear Systems","Studies in Systems, Decision and Control","","","","10.1007/978-3-030-02405-5","Prof. Andrea Bacciotti","2019","http://link.springer.com/book/10.1007/978-3-030-02405-5","Book"
"Quick Start Guide to Verilog","","","","","10.1007/978-3-030-10552-5","Brock J. LaMeres","2019","http://link.springer.com/book/10.1007/978-3-030-10552-5","Book"
"Pahl/Beitz Konstruktionslehre","","","","","10.1007/978-3-642-29569-0","Jörg FeldhusenKarl-Heinrich Grote","2013","http://link.springer.com/book/10.1007/978-3-642-29569-0","Book"
"Additive Manufacturing Technologies","","","","","10.1007/978-1-4939-2113-3","Ian GibsonDavid RosenBrent Stucker","2015","http://link.springer.com/book/10.1007/978-1-4939-2113-3","Book"
"Logistiksysteme","","","","","10.1007/978-3-662-56228-4","Prof. Hans-Christian Pfohl","2018","http://link.springer.com/book/10.1007/978-3-662-56228-4","Book"
"Control Engineering","Advanced Textbooks in Control and Signal Processing","","","","10.1007/978-981-10-8297-9","Dr. László KeviczkyDr. Ruth BarsDr. Jenő HetthéssyDr. Csilla Bányász","2019","http://link.springer.com/book/10.1007/978-981-10-8297-9","Book"
"Reactive Power Control in AC Power Systems","Power Systems","","","","10.1007/978-3-319-51118-4","Naser Mahdavi TabatabaeiAli Jafari AghbolaghiNicu BizonFrede Blaabjerg","2017","http://link.springer.com/book/10.1007/978-3-319-51118-4","Book"
"Thermodynamics and Energy Conversion","","","","","10.1007/978-3-662-43715-5","Henning Struchtrup","2014","http://link.springer.com/book/10.1007/978-3-662-43715-5","Book"
"Astronautics","","","","","10.1007/978-3-319-74373-8","Prof. Dr. Ulrich Walter","2018","http://link.springer.com/book/10.1007/978-3-319-74373-8","Book"
"Automatic Control with Experiments","Advanced Textbooks in Control and Signal Processing","","","","10.1007/978-3-319-75804-6","Dr. Victor Manuel Hernández-GuzmánProf. Dr. Ramón Silva-Ortigoza","2019","http://link.springer.com/book/10.1007/978-3-319-75804-6","Book"
"Introduction to Embedded Systems","","","","","10.1007/978-1-4614-3143-5","Manuel JiménezRogelio PalomeraIsidoro Couvertier","2014","http://link.springer.com/book/10.1007/978-1-4614-3143-5","Book"
"Introduction to Logic Circuits & Logic Design with VHDL","","","","","10.1007/978-3-319-34195-8","Brock J. LaMeres","2017","http://link.springer.com/book/10.1007/978-3-319-34195-8","Book"
"Robotics","","","","","10.1007/978-3-319-72911-4","Prof. Dr. Matjaž MiheljProf. Dr. Tadej BajdProf. Dr. Aleš UdeProf. Dr. Jadran LenarčičProf. Dr. Aleš StanovnikProf. Dr. Marko MunihDr. Jure RejcDr. Sebastjan Šlajpah","2019","http://link.springer.com/book/10.1007/978-3-319-72911-4","Book"
"Intuitive Probability and Random Processes Using MATLAB®","","","","","10.1007/b104645","Steven M. Kay","2006","http://link.springer.com/book/10.1007/b104645","Book"
"Physik für Ingenieure","","","","","10.1007/978-3-662-49355-7","Ekbert HeringRolf MartinMartin Stohrer","2016","http://link.springer.com/book/10.1007/978-3-662-49355-7","Book"
"Roloff/Matek Maschinenelemente","","","","","10.1007/978-3-658-09082-1","Herbert WittelDieter MuhsDieter JannaschJoachim Voßiek","2015","http://link.springer.com/book/10.1007/978-3-658-09082-1","Book"
"Structural Dynamics","","","","","10.1007/978-3-319-94743-3","Prof. Mario PazYoung Hoon Kim","2019","http://link.springer.com/book/10.1007/978-3-319-94743-3","Book"
"Engineering Mechanics 1","","","","","10.1007/978-3-642-30319-7","Dietmar GrossWerner HaugerJörg SchröderWolfgang A. WallNimal Rajapakse","2013","http://link.springer.com/book/10.1007/978-3-642-30319-7","Book"
"Maschinenbau","","","","","10.1007/978-3-662-55882-9","Dr. Werner Skolaut","2018","http://link.springer.com/book/10.1007/978-3-662-55882-9","Book"
"Robotics, Vision and Control","Springer Tracts in Advanced Robotics","","","","10.1007/978-3-642-20144-8","Peter Corke","2011","http://link.springer.com/book/10.1007/978-3-642-20144-8","Book"
"Fundamentals of Solid State Engineering","","","","","10.1007/978-3-319-75708-7","Manijeh Razeghi","2019","http://link.springer.com/book/10.1007/978-3-319-75708-7","Book"
"Air Pollution and Greenhouse Gases","Green Energy and Technology","","","","10.1007/978-981-287-212-8","Zhongchao Tan","2014","http://link.springer.com/book/10.1007/978-981-287-212-8","Book"
"Praktikum in Werkstoffkunde","","","","","10.1007/978-3-658-05038-2","Eckard MacherauchHans-Werner Zoch","2014","http://link.springer.com/book/10.1007/978-3-658-05038-2","Book"
"Statics and Mechanics of Structures","","","","","10.1007/978-94-007-6113-1","Steen KrenkJan Høgsberg","2013","http://link.springer.com/book/10.1007/978-94-007-6113-1","Book"
"Optimization of Process Flowsheets through Metaheuristic Techniques","","","","","10.1007/978-3-319-91722-1","Prof. Dr. José María Ponce-OrtegaLuis Germán Hernández-Pérez","2019","http://link.springer.com/book/10.1007/978-3-319-91722-1","Book"
"An Introduction to Soil Mechanics","Theory and Applications of Transport in Porous Media","","","","10.1007/978-3-319-61185-3","Prof. Dr. Arnold Verruijt","2018","http://link.springer.com/book/10.1007/978-3-319-61185-3","Book"
"Robotics, Vision and Control","Springer Tracts in Advanced Robotics","","","","10.1007/978-3-319-54413-7","Peter Corke","2017","http://link.springer.com/book/10.1007/978-3-319-54413-7","Book"
"Multimedia Big Data Computing for IoT Applications","Intelligent Systems Reference Library","","","","10.1007/978-981-13-8759-3","Dr. Sudeep TanwarDr. Sudhanshu TyagiDr. Neeraj Kumar","2020","http://link.springer.com/book/10.1007/978-981-13-8759-3","Book"
"Engineering Mechanics 2","","","","","10.1007/978-3-662-56272-7","Prof. Dr. Dietmar GrossWerner HaugerProf. Dr. Jörg SchröderProf. Dr. Wolfgang A. WallJavier Bonet","2018","http://link.springer.com/book/10.1007/978-3-662-56272-7","Book"
"Practical Electrical Engineering","","","","","10.1007/978-3-319-21173-2","Sergey N. MakarovReinhold LudwigStephen J. Bitar","2016","http://link.springer.com/book/10.1007/978-3-319-21173-2","Book"
